Open,Close,High,Low,Volume,Date
0,49,0,0,,07/16/20
0,49,0,0,,07/15/20
47.5,48.65,48,47.5,,07/14/20
48.95,48.8,48.95,48.95,,07/13/20
0,48.7,0,0,,07/10/20
49.5,49.3,49.5,49,,07/09/20
49.5,49.5,49.5,49.5,,07/08/20
50.5,50.65,50.5,50.5,,07/07/20
0,51.2,0,0,,07/06/20
50.5,50.9,50.5,50.5,,07/03/20
51.1,51.05,51.1,50.65,,07/02/20
49.8,49.95,50,49.8,,07/01/20
49.5,49.85,49.6,49.1,,06/30/20
49.9,50.05,50,49.9,,06/29/20
0,49.45,0,0,,06/26/20
0,45.25,0,0,,06/25/20
0,45.25,0,0,,06/24/20
45.25,44.85,45.25,45.25,,06/23/20
0,45.6,0,0,,06/22/20
0,45,0,0,,06/19/20
0,44.7,0,0,,06/18/20
0,44.6,0,0,,06/17/20
0,44.8,0,0,,06/16/20
44.8,45,44.8,44.8,,06/15/20
0,44.5,0,0,,06/12/20
44.4,44.35,44.4,44.4,,06/11/20
44.5,44.95,44.5,44.5,,06/10/20
45.6,45.6,45.6,45.3,,06/09/20
46.25,45.95,46.25,46.25,,06/08/20
0,46.2,0,0,,06/05/20
45.7,45.7,45.7,45.7,,06/04/20
46.3,46.6,46.3,46.3,,06/03/20
46,46.75,47,46,,06/02/20
42,44.85,44.5,42,,06/01/20
0,42.1,0,0,,05/29/20
0,38.8,0,0,,05/28/20
0,38.7,0,0,,05/27/20
0,38.6,0,0,,05/26/20
0,38.75,0,0,,05/25/20
38.65,38.65,38.65,38.55,,05/22/20
0,38.75,0,0,,05/21/20
38.85,38.8,38.85,38.65,,05/20/20
0,38.85,0,0,,05/19/20
38.75,38.85,38.95,38.75,,05/18/20
38.75,38.75,38.75,38.55,,05/15/20
0,39.1,0,0,,05/14/20
0,39.35,0,0,,05/13/20
0,39.7,0,0,,05/12/20
0,39.9,0,0,,05/11/20
0,40,0,0,,05/08/20
0,40.2,0,0,,05/07/20
40.15,40,40.15,40.15,,05/06/20
0,39.6,0,0,,05/05/20
39,39,39,39,,05/04/20
0,39.5,0,0,,05/01/20
0,39.85,0,0,,04/30/20
39,39,39,39,,04/29/20
0,38.45,0,0,,04/28/20
40,39.1,40,39.05,,04/27/20
0,41.1,0,0,,04/24/20
0,44.9,0,0,,04/23/20
0,45.15,0,0,,04/22/20
0,45.45,0,0,,04/21/20
0,45.55,0,0,,04/20/20
45.75,45.4,45.75,45.6,,04/17/20
0,45.5,0,0,,04/16/20
0,45.3,0,0,,04/15/20
45.75,45.75,45.75,45.75,,04/14/20
0,46.7,0,0,,04/13/20
46.85,46.8,46.85,46.85,,04/09/20
0,46.6,0,0,,04/08/20
46.5,47.05,46.5,46.5,,04/07/20
46.1,46.3,46.1,46.1,,04/06/20
46.95,46.1,46.95,46.9,,04/03/20
47.85,47.45,47.85,47.4,,04/02/20
48.1,48.1,48.1,48,,04/01/20
51,49.3,51,49.9,,03/31/20
51.8,50.75,51.8,50.75,,03/30/20
0,52.6,0,0,,03/27/20
0,47.95,0,0,,03/26/20
47.9,48.25,47.9,47.9,,03/25/20
47.7,47.65,47.85,47.7,,03/24/20
0,47.4,0,0,,03/23/20
47.4,47.5,47.45,47.4,,03/20/20
46.5,46.9,46.5,46.5,,03/19/20
0,47.8,0,0,,03/18/20
0,47.1,0,0,,03/17/20
0,46.5,0,0,,03/16/20
0,46.55,0,0,,03/13/20
46.3,45.8,46.3,46.3,,03/12/20
0,46.5,0,0,,03/11/20
0,46.4,0,0,,03/10/20
46.5,46.4,46.5,46.25,,03/09/20
47.1,47.4,47.25,47.1,,03/06/20
47.6,47.8,47.6,47.4,,03/05/20
46.75,47.3,47.2,46.75,,03/04/20
47.95,46.95,47.65,47,,03/03/20
0,46.85,0,0,,03/02/20
0,46.65,0,0,,02/28/20
0,47.9,0,0,,02/27/20
0,48,0,0,,02/26/20
0,48.15,0,0,,02/25/20
0,48,0,0,,02/24/20
0,48.3,0,0,,02/21/20
48.45,48.4,48.45,48.45,,02/20/20
0,49.3,0,0,,02/19/20
0,49.7,0,0,,02/18/20
50.4,50.55,50.4,50.4,,02/17/20
50.25,50.3,50.3,50.25,,02/14/20
49.7,49.9,50,49.7,,02/13/20
48.5,48.75,48.75,48.5,,02/12/20
0,48,0,0,,02/11/20
47.8,47.5,47.8,47.8,,02/10/20
48.65,48.2,48.65,48.15,,02/07/20
48.75,48.9,48.75,48.75,,02/06/20
49.25,49.45,50.05,49.25,,02/05/20
48,48.9,48.2,48,,02/04/20
47.8,47.7,47.8,47.4,,02/03/20
0,50.35,0,0,,01/31/20
0,50.45,0,0,,01/30/20
0,50.15,0,0,,01/29/20
50.4,50.35,50.4,50.4,,01/28/20
0,50.35,0,0,,01/27/20
0,50.25,0,0,,01/24/20
0,50.4,0,0,,01/23/20
50.35,50.25,50.35,50.35,,01/22/20
0,50.6,0,0,,01/21/20
0,49.75,0,0,,01/20/20
0,50.5,0,0,,01/17/20
51.25,51,51.25,51,,01/16/20
52,51.8,52,51.9,,01/15/20
52.5,52.2,52.5,52.5,,01/14/20
53.2,53.5,53.4,53.2,,01/13/20
52.65,52.9,53.2,52.65,,01/10/20
52.5,52.7,52.75,52.5,,01/09/20
0,52.5,0,0,,01/08/20
52.25,52.55,52.3,52.25,,01/07/20
0,52.65,0,0,,01/06/20
52.75,52.75,52.75,52.5,,01/03/20
0,52.1,0,0,,01/02/20
53.5,53,53.5,53.15,,12/31/19
52.65,52.75,52.65,52.65,,12/30/19
0,54.2,0,0,,12/27/19
0,53.2,0,0,,12/26/19
0,53.2,0,0,,12/24/19
52.75,53.4,52.75,52.75,,12/23/19
0,53.45,0,0,,12/20/19
0,53.35,0,0,,12/19/19
0,53.5,0,0,,12/18/19
0,53.5,0,0,,12/17/19
0,53.5,0,0,,12/16/19
53.7,53.6,53.7,53.7,,12/13/19
53.75,54,53.8,53.6,,12/12/19
53.5,53.5,53.5,53.5,,12/11/19
53.5,53.6,53.5,53.4,,12/10/19
53.8,54.2,53.8,53.8,,12/09/19
54.7,54.35,54.7,54.3,,12/06/19
55.7,55.2,55.7,55.2,,12/05/19
56.1,56,56.2,56.1,,12/04/19
56.75,56.4,56.75,56.4,,12/03/19
57.25,57.3,57.25,57.15,,12/02/19
0,58.65,0,0,,11/29/19
0,56.1,0,0,,11/28/19
0,55.85,0,0,,11/27/19
0,56.15,0,0,,11/26/19
0,55.9,0,0,,11/25/19
0,55.95,0,0,,11/22/19
56,56.05,56,56,,11/21/19
55.5,55.5,55.5,55.5,,11/20/19
0,55.35,0,0,,11/19/19
54.75,54.8,54.75,54.75,,11/18/19
0,55.85,0,0,,11/15/19
55.3,55.75,55.3,55.3,,11/14/19
55.3,55.3,55.3,55.3,,11/13/19
55.35,55.3,55.35,55.35,,11/12/19
55.45,55.2,55.45,55.3,,11/11/19
0,55.8,0,0,,11/08/19
56.1,56.2,56.15,56,,11/07/19
0,56.1,0,0,,11/06/19
56.9,56.9,56.9,56.9,,11/05/19
56.25,56.75,56.8,56.25,,11/04/19
0,56.95,0,0,,11/01/19
56.25,56.4,56.5,55.8,,10/31/19
57.25,56.2,57.25,56.15,,10/30/19
56.5,56.7,56.6,56.4,,10/29/19
56.4,56.4,56.4,56,,10/28/19
0,57.3,0,0,,10/25/19
0,59.9,0,0,,10/24/19
0,60.15,0,0,,10/23/19
0,60.15,0,0,,10/22/19
0,60.1,0,0,,10/21/19
0,60,0,0,,10/18/19
0,60.1,0,0,,10/17/19
0,60.25,0,0,,10/16/19
61,60.43,61,60.5,,10/15/19
60.75,60.92,60.75,60.7,,10/14/19
61,60.75,61,60.5,,10/11/19
60.7,60.7,60.7,60.7,,10/10/19
61.5,60.75,61.5,61,,10/09/19
60.25,61.3,61.2,60.25,,10/08/19
0,60.25,0,0,,10/07/19
0,59.65,0,0,,10/04/19
59.5,59.2,59.5,59.5,,10/03/19
59.8,59.4,59.8,59.8,,10/02/19
59.25,60,60,59.25,,10/01/19
59.8,60.9,60.5,59.5,,09/30/19
0,59.65,0,0,,09/27/19
0,60.9,0,0,,09/26/19
0,60.25,0,0,,09/25/19
0,61,0,0,,09/24/19
0,60.9,0,0,,09/23/19
0,61.25,0,0,,09/20/19
0,60.9,0,0,,09/19/19
0,61.05,0,0,,09/18/19
0,61.55,0,0,,09/17/19
61.75,61.75,61.75,61.75,,09/16/19
61.25,60.95,61.25,61.25,,09/13/19
0,60.75,0,0,,09/12/19
60.3,60.45,60.3,60.3,,09/11/19
60,60.65,60,60,,09/10/19
58.2,58.4,58.2,58.2,,09/09/19
57.5,57.65,57.5,57.5,,09/06/19
57.2,57.4,57.2,57.2,,09/05/19
57.1,56.75,57.35,56.8,,09/04/19
55.4,56.95,57,55.4,,09/03/19
53.95,55.3,55.4,53.75,,09/02/19
0,54.75,0,0,,08/30/19
0,54.7,0,0,,08/29/19
0,54.8,0,0,,08/28/19
0,54.95,0,0,,08/27/19
0,54.9,0,0,,08/26/19
0,54.9,0,0,,08/23/19
0,55.1,0,0,,08/22/19
0,55.35,0,0,,08/21/19
0,55.65,0,0,,08/20/19
0,55.8,0,0,,08/19/19
0,55.9,0,0,,08/16/19
0,56,0,0,,08/15/19
0,56.1,0,0,,08/14/19
0,56.4,0,0,,08/13/19
0,56.3,0,0,,08/12/19
0,56.25,0,0,,08/09/19
0,56.5,0,0,,08/08/19
56,56.15,56,56,,08/07/19
56.7,56.1,56.75,55.75,,08/06/19
57.5,57.05,57.5,57,,08/05/19
58.15,58.15,58.5,58,,08/02/19
58,58.55,58.3,58,,08/01/19
58.25,57.9,58.7,57.8,,07/31/19
57.8,57.9,58,57.6,,07/30/19
59.5,58,59.5,58,,07/29/19
0,59.7,0,0,,07/26/19
0,58.1,0,0,,07/25/19
0,58.1,0,0,,07/24/19
0,58.1,0,0,,07/23/19
58.15,58.1,58.15,58.15,,07/22/19
0,58,0,0,,07/19/19
0,57.65,0,0,,07/18/19
0,57.8,0,0,,07/17/19
0,57.3,0,0,,07/16/19
0,57.75,0,0,,07/15/19
58.1,57.85,58.1,57.6,,07/12/19
0,58.5,0,0,,07/11/19
56.25,58.1,58.5,56.25,,07/10/19
56.3,56.4,56.6,56.3,,07/09/19
57,57.05,57.55,56.6,,07/08/19
55,56.3,56.2,55,,07/05/19
52.9,55.3,54,52.9,,07/04/19
52,52.8,52.75,52,,07/03/19
51.6,51.45,51.85,51.25,,07/02/19
50.75,50.55,50.9,50.4,,07/01/19
0,49.6,0,0,,06/28/19
0,48.9,0,0,,06/27/19
0,48.9,0,0,,06/26/19
0,48.95,0,0,,06/25/19
0,48.95,0,0,,06/24/19
0,49,0,0,,06/21/19
0,48.95,0,0,,06/20/19
0,48.7,0,0,,06/19/19
0,48.65,0,0,,06/18/19
50,49.35,50,49,,06/17/19
0,50,0,0,,06/14/19
0,50.25,0,0,,06/13/19
0,50.5,0,0,,06/12/19
51.75,51.05,51.75,51,,06/11/19
53,53,53,53,,06/10/19
52,52.35,52.4,52,,06/07/19
51,51.85,51.1,51,,06/06/19
52,51.6,52,51.6,,06/05/19
51.95,52.3,51.95,51.45,,06/04/19
51.75,51.55,51.9,51.4,,06/03/19
0,52.9,0,0,,05/31/19
0,56.8,0,0,,05/30/19
0,56.9,0,0,,05/29/19
0,57.05,0,0,,05/28/19
0,57.5,0,0,,05/27/19
57.75,57.5,57.75,57.75,,05/24/19
57.75,57.8,57.75,57.75,,05/23/19
58,58,58,57.9,,05/22/19
0,58.2,0,0,,05/21/19
0,58.3,0,0,,05/20/19
58.35,58.4,58.35,58.35,,05/17/19
0,58.5,0,0,,05/16/19
58.6,58.95,58.6,58.6,,05/15/19
59.25,59.25,59.25,59.25,,05/14/19
58.75,58.7,58.75,58.5,,05/13/19
59,59.15,59,59,,05/10/19
59.65,59.35,59.65,59.3,,05/09/19
60.25,60.45,60.4,60,,05/08/19
60,59.6,60,60,,05/07/19
0,60.5,0,0,,05/06/19
0,60.9,0,0,,05/03/19
59,59.15,59,59,,05/02/19
58.75,58.35,59,57.9,,05/01/19
58.5,59.05,59.2,58.25,,04/30/19
59.5,58.85,59.55,58.9,,04/29/19
0,59.4,0,0,,04/26/19
0,59.35,0,0,,04/25/19
0,59.35,0,0,,04/24/19
0,59.65,0,0,,04/23/19
0,59.4,0,0,,04/22/19
0,59.4,0,0,,04/18/19
0,59.6,0,0,,04/17/19
0,59.6,0,0,,04/16/19
59.4,59.4,59.4,59.4,,04/15/19
0,60.15,0,0,,04/12/19
0,59.8,0,0,,04/11/19
60,59.8,60,59,,04/10/19
0,59.05,0,0,,04/09/19
0,58.7,0,0,,04/08/19
0,56.25,0,0,,04/05/19
55,56.05,55.25,55,,04/04/19
56,54.8,56,54,,04/03/19
56,56.4,56.75,56,,04/02/19
61,58.75,61,58.5,,04/01/19
0,61.95,0,0,,03/29/19
0,70.45,0,0,,03/28/19
0,70.6,0,0,,03/27/19
0,70.7,0,0,,03/26/19
0,70.7,0,0,,03/25/19
0,70.85,0,0,,03/22/19
0,70.95,0,0,,03/21/19
71.1,71.2,71.1,70.95,,03/20/19
0,71.25,0,0,,03/19/19
71.15,71.45,71.5,71.15,,03/18/19
0,71.4,0,0,,03/15/19
0,71.95,0,0,,03/14/19
71.5,71.8,71.5,71.5,,03/13/19
0,72.65,0,0,,03/12/19
72.75,72.3,72.75,72.55,,03/11/19
72.8,72.35,72.8,72.35,,03/08/19
73,73.15,73.15,73,,03/07/19
74.5,73.45,74.5,73.5,,03/06/19
0,74.5,0,0,,03/05/19
75.1,75.1,75.1,75.1,,03/04/19
74.9,74.6,74.9,74.75,,03/01/19
0,75.05,0,0,,02/28/19
74.5,75.05,75.1,74.4,,02/27/19
75,74.05,75,74,,02/26/19
72.75,73.25,73.25,72.75,,02/25/19
0,73.05,0,0,,02/22/19
0,74.25,0,0,,02/21/19
0,74.35,0,0,,02/20/19
74,74.05,74,74,,02/19/19
0,74.1,0,0,,02/18/19
74,74.1,74,73.9,,02/15/19
73.9,73.75,74,73.8,,02/14/19
73.6,74.1,73.9,73.6,,02/13/19
73.3,73.15,73.3,73.1,,02/12/19
73.7,73.6,73.7,73.55,,02/11/19
0,74.1,0,0,,02/08/19
75.45,75.2,75.45,75.45,,02/07/19
75.6,76.05,75.6,75.6,,02/06/19
75.85,75.7,76.6,75.5,,02/05/19
76,76.3,76.1,75.6,,02/04/19
78.75,77.75,78.75,77.75,,02/01/19
78.9,79.05,79.35,78.5,,01/31/19
80,79.85,80,79.75,,01/30/19
78.6,79.75,79.2,78.3,,01/29/19
79.85,79,79.85,78.8,,01/28/19
0,79.75,0,0,,01/25/19
0,81.85,0,0,,01/24/19
0,81.95,0,0,,01/23/19
0,82,0,0,,01/22/19
0,82.3,0,0,,01/21/19
83.35,83.2,83.35,83.35,,01/18/19
0,83.4,0,0,,01/17/19
82.5,82.95,83.05,82.5,,01/16/19
82.25,82.5,82.4,82.25,,01/15/19
82,82,82.05,82,,01/14/19
82.5,82.55,82.5,82.5,,01/11/19
82,82.15,82,82,,01/10/19
82.1,82.05,82.1,82.1,,01/09/19
0,82.05,0,0,,01/08/19
83,81.5,83,81.9,,01/07/19
83.35,83.45,83.5,83.35,,01/04/19
84,83.75,84,83.5,,01/03/19
0,85.45,0,0,,01/02/19
0,86.7,0,0,,12/31/18
0,86.05,0,0,,12/28/18
0,87.25,0,0,,12/27/18
0,87.5,0,0,,12/26/18
0,88,0,0,,12/24/18
0,88,0,0,,12/21/18
0,88.55,0,0,,12/20/18
0,88.25,0,0,,12/19/18
0,88.4,0,0,,12/18/18
0,88.6,0,0,,12/17/18
88,88.5,88.4,88,,12/14/18
87.75,87.9,87.85,87.7,,12/13/18
87.5,87.7,87.75,87.5,,12/12/18
87.1,86.95,87.1,86.7,,12/11/18
86.25,86.55,86.45,86.25,,12/10/18
86,86.55,86,86,,12/07/18
86,86.4,86.25,86,,12/06/18
85.25,86.05,85.5,85.25,,12/05/18
85,85.8,85.75,85,,12/04/18
86.5,86,86.85,86.2,,12/03/18
0,86.2,0,0,,11/30/18
0,88.6,0,0,,11/29/18
0,88.6,0,0,,11/28/18
0,88.6,0,0,,11/27/18
0,88.55,0,0,,11/26/18
0,88.25,0,0,,11/23/18
0,88.6,0,0,,11/22/18
0,87.8,0,0,,11/21/18
0,88.05,0,0,,11/20/18
88.55,88.75,88.75,88.55,,11/19/18
89.75,89.1,89.75,89.75,,11/16/18
89.75,89.95,89.75,89.25,,11/15/18
90,90.5,90,90,,11/14/18
0,91.45,0,0,,11/13/18
0,92.8,0,0,,11/12/18
0,91.7,0,0,,11/09/18
94,92.3,94,93,,11/08/18
93.5,94,93.5,93.5,,11/07/18
93.5,93.25,93.5,93.15,,11/06/18
95.5,94.7,95.5,95,,11/05/18
96.25,96.1,96.25,96,,11/02/18
96.2,95.35,96.2,95,,11/01/18
0,97.55,0,0,,10/31/18
99.65,98.7,99.7,98.25,,10/30/18
99.5,99.2,99.5,99.5,,10/29/18
0,98.85,0,0,,10/26/18
0,100.4,0,0,,10/25/18
0,100.35,0,0,,10/24/18
0,100.4,0,0,,10/23/18
0,100.35,0,0,,10/22/18
0,100.5,0,0,,10/19/18
0,99.7,0,0,,10/18/18
0,99.3,0,0,,10/17/18
99,99.05,99,99,,10/16/18
0,99.1,0,0,,10/15/18
0,99.1,0,0,,10/12/18
99,99.1,99,99,,10/11/18
0,99.9,0,0,,10/10/18
0,100.8,0,0,,10/09/18
0,101.3,0,0,,10/08/18
0,101.35,0,0,,10/05/18
0,100.8,0,0,,10/04/18
0,101.65,0,0,,10/03/18
102.25,101.2,103,102.25,,10/02/18
101,101.8,101.4,101,,10/01/18
100.35,100.95,100.35,100.35,,09/28/18
100.2,100.35,100.3,100.2,,09/27/18
0,100.3,0,0,,09/26/18
0,100.3,0,0,,09/25/18
0,100.35,0,0,,09/24/18
0,100.3,0,0,,09/21/18
0,99.65,0,0,,09/20/18
99.4,100.3,100,99.4,,09/19/18
98.2,98.65,98.9,98.2,,09/18/18
99.3,99.35,99.3,99.3,,09/17/18
0,99.5,0,0,,09/14/18
0,100.4,0,0,,09/13/18
0,100.5,0,0,,09/12/18
0,100.95,0,0,,09/11/18
99.6,100.25,100.4,99.6,,09/10/18
101,99.75,101,100.9,,09/07/18
101,101,101,101,,09/06/18
100.4,101.45,101,100.4,,09/05/18
100.5,100.75,100.75,100.4,,09/04/18
98.6,99.3,99.4,98.6,,09/03/18
0,98.8,0,0,,08/31/18
0,97.9,0,0,,08/30/18
0,97.9,0,0,,08/29/18
0,97.6,0,0,,08/28/18
0,98,0,0,,08/27/18
0,97,0,0,,08/24/18
97.1,96.95,97.1,96.85,,08/23/18
96.8,96.9,96.8,96.8,,08/22/18
98,97.5,98,97.5,,08/21/18
98.5,98.2,98.5,98,,08/20/18
0,98.2,0,0,,08/17/18
0,97.85,0,0,,08/16/18
0,97.6,0,0,,08/15/18
0,98.2,0,0,,08/14/18
97.3,97.6,97.75,97.3,,08/13/18
96.5,96.85,97,96.5,,08/10/18
96.45,96.45,96.6,96.45,,08/09/18
97.5,96.4,97.5,96.75,,08/08/18
96.5,96.75,96.75,96.5,,08/07/18
95,96.05,96,95,,08/06/18
94.5,94.45,94.65,94,,08/03/18
94.5,94.75,94.65,94.5,,08/02/18
95,95.15,95.2,94.95,,08/01/18
94.7,95.1,95.1,94.65,,07/31/18
94.9,94.8,94.9,94.75,,07/30/18
0,94.7,0,0,,07/27/18
0,101,0,0,,07/26/18
0,100.95,0,0,,07/25/18
0,100.9,0,0,,07/24/18
0,100.75,0,0,,07/23/18
0,100.15,0,0,,07/20/18
0,100.95,0,0,,07/19/18
0,101.85,0,0,,07/18/18
0,100.8,0,0,,07/17/18
0,100.7,0,0,,07/16/18
0,101.4,0,0,,07/13/18
102,101.55,102,101.75,,07/12/18
0,102.6,0,0,,07/11/18
102.3,102.2,102.5,102.25,,07/10/18
101.5,101.95,101.5,101.5,,07/09/18
100.15,100.2,100.15,100.15,,07/06/18
99.5,100.4,100.75,99.5,,07/05/18
0,99.75,0,0,,07/04/18
99.25,99.4,99.25,99.25,,07/03/18
98.15,98.75,99.5,98.15,,07/02/18
0,98.15,0,0,,06/29/18
0,96,0,0,,06/28/18
0,96,0,0,,06/27/18
0,96.05,0,0,,06/26/18
0,96.1,0,0,,06/25/18
0,96,0,0,,06/22/18
96,96,96,96,,06/21/18
0,96.6,0,0,,06/20/18
97,97,97,97,,06/19/18
0,96.8,0,0,,06/18/18
0,96.5,0,0,,06/15/18
0,96.75,0,0,,06/14/18
96.8,96.8,96.85,96.8,,06/13/18
96.5,96.85,96.75,96.5,,06/12/18
95.65,96.15,96,95.65,,06/11/18
0,95.5,0,0,,06/08/18
0,95.4,0,0,,06/07/18
95,94.8,95,95,,06/06/18
96.3,94.9,96.3,96.1,,06/05/18
96,95.75,96.5,96,,06/04/18
95.25,95.3,95.4,95,,06/01/18
96.35,95,96.35,95.7,,05/31/18
94.5,95.75,96.35,94.5,,05/30/18
93.05,94.2,94.1,93.05,,05/29/18
0,92.6,0,0,,05/28/18
0,91.6,0,0,,05/25/18
0,89.75,0,0,,05/24/18
0,89.45,0,0,,05/23/18
0,89.65,0,0,,05/22/18
0,89.6,0,0,,05/21/18
0,89.6,0,0,,05/18/18
0,90.2,0,0,,05/17/18
0,89.7,0,0,,05/16/18
0,89.5,0,0,,05/15/18
0,89.65,0,0,,05/14/18
0,88.45,0,0,,05/11/18
88,88.1,88,88,,05/10/18
0,87.1,0,0,,05/09/18
86.75,86.75,86.75,86.75,,05/08/18
0,85.25,0,0,,05/07/18
85.4,85.25,85.4,85.4,,05/04/18
85.1,85.2,85.1,85.1,,05/03/18
85,85.1,85,84.9,,05/02/18
0,85.3,0,0,,05/01/18
85.25,85.2,85.25,85.25,,04/30/18
0,84.6,0,0,,04/27/18
0,81.7,0,0,,04/26/18
0,81.8,0,0,,04/25/18
0,81.8,0,0,,04/24/18
0,81.95,0,0,,04/23/18
0,81.8,0,0,,04/20/18
0,81.8,0,0,,04/19/18
0,81.3,0,0,,04/18/18
82,81.15,82,81,,04/17/18
0,81.85,0,0,,04/16/18
0,81.8,0,0,,04/13/18
0,81.95,0,0,,04/12/18
0,82.25,0,0,,04/11/18
0,82.15,0,0,,04/10/18
82,82.1,82,82,,04/09/18
0,81.2,0,0,,04/06/18
0,80.55,0,0,,04/05/18
0,79.9,0,0,,04/04/18
78.75,80.7,80,78.75,,04/03/18
0,79,0,0,,03/29/18
0,79.4,0,0,,03/28/18
79.7,79.35,79.7,79.7,,03/27/18
0,79.45,0,0,,03/26/18
0,79.55,0,0,,03/23/18
0,80.2,0,0,,03/22/18
80.5,80.4,80.5,80.5,,03/21/18
0,80.5,0,0,,03/20/18
79.5,79.5,79.5,79.5,,03/19/18
0,80,0,0,,03/16/18
80.75,80.95,80.75,80.75,,03/15/18
81.2,81.05,81.2,80.7,,03/14/18
0,81.35,0,0,,03/13/18
0,80.95,0,0,,03/12/18
81.25,81.3,81.25,81.25,,03/09/18
81.75,81.1,81.75,81.1,,03/08/18
81,81.5,81.5,81,,03/07/18
0,81.1,0,0,,03/06/18
80.5,81.1,81.25,80.5,,03/05/18
78,78.95,79.1,77.9,,03/02/18
80,79.2,80,79.5,,03/01/18
82.1,81.55,82.1,81,,02/28/18
81.6,82.05,82.25,81.6,,02/27/18
86.4,83.55,86.4,83.5,,02/26/18
0,87,0,0,,02/23/18
0,86,0,0,,02/22/18
0,85.6,0,0,,02/21/18
0,85.65,0,0,,02/20/18
0,85.2,0,0,,02/19/18
0,85.15,0,0,,02/16/18
0,84.9,0,0,,02/15/18
0,85.05,0,0,,02/14/18
0,84.45,0,0,,02/13/18
0,82.45,0,0,,02/12/18
0,82.25,0,0,,02/09/18
0,83.65,0,0,,02/08/18
85.7,85.65,85.7,85.7,,02/07/18
86.55,85.5,86.55,86.55,,02/06/18
0,87.25,0,0,,02/05/18
0,88.4,0,0,,02/02/18
88.5,87.75,88.5,88.25,,02/01/18
90.4,89.6,90.4,89.9,,01/31/18
0,90.85,0,0,,01/30/18
92.5,91.2,92.5,92.5,,01/29/18
0,92.4,0,0,,01/26/18
0,95.2,0,0,,01/25/18
0,95.15,0,0,,01/24/18
0,95.25,0,0,,01/23/18
0,95.25,0,0,,01/22/18
0,95.2,0,0,,01/19/18
0,95,0,0,,01/18/18
0,95.2,0,0,,01/17/18
0,95.35,0,0,,01/16/18
95.5,95.5,95.5,95.5,,01/15/18
95.7,95.55,95.7,95.7,,01/12/18
0,95.4,0,0,,01/11/18
0,95.65,0,0,,01/10/18
0,96.1,0,0,,01/09/18
96.7,96.45,96.7,96.6,,01/08/18
96.25,96.25,96.25,96.25,,01/05/18
