Open,Close,High,Low,Volume,Date
0,13215,13216,13214,,07/22/20
0,13315,13316,13314,,07/21/20
0,13161,13163,13161,,07/20/20
0,13281,13282,13280,,07/17/20
0,13254,13254,13252,,07/16/20
0,13512,13513,13511,,07/15/20
0,13545,13545,13545,,07/14/20
0,13482,13483,13481,,07/13/20
0,13070,13071,13069,,07/10/20
0,13425,13426,13424,,07/09/20
0,13414,13416,13414,,07/08/20
0,13232,13232,13230,,07/07/20
0,13242,13243,13241,,07/06/20
0,13040,13041,13039,,07/03/20
0,12823,12824,12822,,07/02/20
0,12555,12556,12554,,07/01/20
0,12789,12791,12789,,06/30/20
0,12684,12685,12683,,06/29/20
0,12709,12710,12708,,06/26/20
0,12386,12387,12385,,06/25/20
0,12510,12511,12509,,06/24/20
0,12540,12542,12540,,06/23/20
0,12624,12626,12624,,06/22/20
0,12855,12856,12854,,06/19/20
0,12760,12761,12759,,06/18/20
0,12900,12901,12899,,06/17/20
0,12887,12887,12887,,06/16/20
0,12503,12504,12502,,06/15/20
0,12734,12734,12732,,06/12/20
0,12615,12616,12614,,06/11/20
0,12882,12882,12880,,06/10/20
0,12804,12805,12803,,06/09/20
0,12943,12944,12942,,06/08/20
0,12784,12786,12784,,06/05/20
0,12607,12609,12607,,06/04/20
0,12813,12813,12811,,06/03/20
0,12680,12681,12679,,06/02/20
0,12418,12419,12417,,06/01/20
0,12120,12121,12119,,05/29/20
0,12134,12134,12132,,05/28/20
0,12145,12145,12143,,05/27/20
0,12260,12261,12259,,05/26/20
0,12124,12125,12123,,05/22/20
0,12762,12763,12761,,05/21/20
0,12335,12336,12334,,05/20/20
0,12260,12260,12260,,05/19/20
0,11949,11951,11949,,05/18/20
0,11807,11808,11806,,05/15/20
0,12084,12085,12083,,05/14/20
0,12200,12201,12199,,05/13/20
0,12275,12276,12274,,05/12/20
0,12247,12247,12247,,05/11/20
0,12247,12248,12246,,05/07/20
0,12200,12200,12198,,05/06/20
0,11805,11806,11804,,05/05/20
0,11852,11854,11852,,05/01/20
0,12134,12135,12133,,04/30/20
0,12135,12136,12134,,04/29/20
0,12251,12252.5,12250,,04/28/20
0,12255,12257,12255,,04/27/20
0,12073,12074,12072,,04/24/20
0,12010,12011,12009,,04/23/20
0,11895,11896,11894,,04/22/20
0,12085,12193,12084,,04/21/20
0,12256,12256,12254,,04/20/20
0,11886,11888,11886,,04/17/20
0,11657,11658,11656,,04/16/20
0,11713,11713,11711,,04/15/20
0,11723,11724,11722,,04/14/20
0,11457,11458,11456,,04/09/20
0,11425,11426,11424,,04/08/20
0,11349,11351,11349,,04/07/20
0,11162,11164,11161,,04/06/20
0,11192,11193,11191,,04/03/20
0,11185,11186,11184,,04/02/20
0,11220,11221,11219,,04/01/20
0,11235,11236,11234,,03/31/20
0,11280,11281,11279,,03/30/20
0,11225,11226,11224,,03/27/20
0,11220,11222,11220,,03/26/20
0,11177,11177,11173,,03/25/20
0,11075,11076,11073,,03/24/20
0,11055,11056,11053,,03/23/20
0,11370,11370,11365,,03/20/20
0,11229,11235,11225,,03/19/20
0,11416.5,11420,11416.5,,03/18/20
0,11900,11900,11900,,03/17/20
0,11774,11775,11770,,03/16/20
0,12564,12565,11856.5,,03/13/20
0,11855,11860,11850,,03/12/20
0,12435,12435,12430,,03/11/20
0,12415,12415,12415,,03/10/20
0,12414,12415,12410,,03/09/20
0,12704,12706,12700,,03/06/20
0,12790,12791,12789,,03/05/20
0,12697.5,12700,12696.5,,03/04/20
0,12550,12555,12549,,03/03/20
0,12435,12441,12434,,03/02/20
0,12186,12186,12150,,02/28/20
0,12277.5,12280,12276.5,,02/27/20
0,12285,12295,12280,,02/26/20
0,12540,12540,12535.5,,02/25/20
0,12355,12370,12354,,02/24/20
0,12454,12454,12436.5,,02/21/20
0,12681.5,12685,12680,,02/20/20
0,12738,12738,12690,,02/19/20
0,12942.5,13070,12942.5,,02/18/20
0,13070,13070,13065,,02/17/20
0,13031,13035,13029,,02/14/20
0,13063.5,13065,13050,,02/13/20
0,13047.5,13049,13045,,02/12/20
0,13086.5,13100,13086.5,,02/11/20
0,12880,12880,12875,,02/10/20
0,12765,12766,12760,,02/07/20
0,13010,13011,13005,,02/06/20
0,13001.5,13005,12985,,02/05/20
0,12787.5,12831,12786.5,,02/04/20
0,12747.5,12755,12746.5,,02/03/20
0,12672.5,12680,12671.5,,01/31/20
0,12531.5,12535,12524,,01/30/20
0,12630,12630,12625,,01/29/20
0,12740,12750,12720,,01/28/20
0,12640,12641,12630,,01/27/20
0,12985,12989,12984,,01/24/20
0,13275.5,13300,13275.5,,01/23/20
0,13642.5,13646,13641.5,,01/22/20
0,13845,13845,13845,,01/21/20
0,13842.5,13845,13840,,01/20/20
0,13839,13840,13835,,01/17/20
0,14290,14290,14285,,01/16/20
0,13946.5,13950,13940,,01/15/20
0,13675,13681,13674,,01/14/20
0,14189,14190,14185,,01/13/20
0,14044,14046,14040,,01/10/20
0,14122.5,14125,14114,,01/09/20
0,13807.5,13810,13805,,01/08/20
0,13857.5,13861,13855,,01/07/20
0,13790,13795,13749,,01/06/20
0,13736.5,13739.5,13720,,01/03/20
0,14000,14000,14000,,01/02/20
0,13995,14000,13994,,12/31/19
0,14238,14238,14220,,12/30/19
0,13999,13999,13995,,12/27/19
0,14286.5,14289,14285,,12/24/19
0,14392.5,14400,14390,,12/23/19
0,14035,14035,14035,,12/20/19
0,14166,14166,14031.5,,12/19/19
0,13803.5,13850,13803.5,,12/18/19
0,14174,14174,14174,,12/17/19
0,14083.5,14090,14081.5,,12/16/19
0,14130,14142.5,14130,,12/13/19
0,13855,13855,13804,,12/12/19
0,13534,13535,13530,,12/11/19
0,13069,13084,13025,,12/10/19
0,13197.5,13210,13195,,12/09/19
0,13416.5,13420,13415,,12/06/19
0,13164,13170,13161.5,,12/05/19
0,13245,13246,13240,,12/04/19
0,13598.5,13600,13575,,12/03/19
0,13622.5,13625,13621.5,,12/02/19
0,13806.5,13810,13806.5,,11/29/19
0,14060,14070,14060,,11/28/19
0,14440,14445,14439,,11/27/19
0,14572,14572,14359,,11/26/19
0,14564,14566,14560,,11/25/19
0,14386.5,14400,14386.5,,11/22/19
0,14409,14410,14406.5,,11/21/19
0,14310,14311,14305,,11/20/19
0,14472.5,14475,14471.5,,11/19/19
0,14819,14819,14754,,11/18/19
0,14984,14989,14980,,11/15/19
0,15351.5,15355,15350,,11/14/19
0,15524,15530,15524,,11/13/19
0,15495,15500,15475,,11/12/19
0,15725,15740,15724,,11/11/19
0,16184.5,16190,16150,,11/08/19
0,16303.5,16305,16290,,11/07/19
0,16385,16390,16384,,11/06/19
0,16235,16240,16231.5,,11/05/19
0,16589,16591,16580,,11/04/19
0,16798,16799.5,16746.5,,11/01/19
0,16834.5,16835,16825,,10/31/19
0,16680,16680,16680,,10/30/19
0,16680,16680,16674,,10/29/19
0,16680,16680,16675,,10/28/19
0,16885,16890,16884,,10/25/19
0,16949.5,16955,16946.5,,10/24/19
0,16394.5,16395,16391.5,,10/23/19
0,16020,16021,16019,,10/22/19
0,16204,16219,16194,,10/21/19
0,16462,16463.5,16450,,10/18/19
0,16322.5,16324,16320,,10/17/19
0,16999.5,17005,16999,,10/16/19
0,16985,16985,16985,,10/15/19
0,17399.5,17582,17399,,10/14/19
0,17996,18000,17970,,10/11/19
0,17738.5,17738.5,17736.5,,10/10/19
0,17749.5,17750,17740,,10/09/19
0,17557.5,17570,17550,,10/08/19
0,17945,17946,17930,,10/07/19
0,17906,17905,17901.5,,10/04/19
0,17775,17781,17779,,10/03/19
0,17640,17670,17650,,10/02/19
0,17434,17393.5,17391.5,,10/01/19
0,17219,17566,17225,,09/30/19
0,17338.5,17409.5,17405,,09/27/19
0,17340,17365,17360,,09/26/19
0,17475,17194.5,17175,,09/25/19
0,17295,17266,17249,,09/24/19
0,17595,17760,17754,,09/23/19
0,17660,17976,17955,,09/20/19
0,17430,17261,17225,,09/19/19
0,17305,17230,17209,,09/18/19
0,17121,17125,17121,,09/17/19
0,17820,17820,17820,,09/16/19
0,17809,17820,17800,,09/13/19
0,18153,18188.5,18186.5,,09/12/19
0,17952,18326,18320,,09/11/19
0,18128,18065,18055,,09/10/19
0,18102,17895,17870,,09/09/19
0,17743,17499.5,17490,,09/06/19
0,17515,17539.5,17530,,09/05/19
0,18015,17910,17900,,09/04/19
0,18023,17950,17911.5,,09/03/19
0,18118,18625,18574,,09/02/19
0,18004,17859,17849,,08/30/19
0,16549,16350,16341.5,,08/29/19
0,16182,16025,15999,,08/28/19
0,15779,15934,15762,,08/27/19
0,15723,15755,15750,,08/23/19
0,15710,15766,15750,,08/22/19
0,15857,15755,15751.5,,08/21/19
0,15878.5,15859,15806,,08/20/19
0,15943,16025,15893,,08/19/19
0,16222,16086,16080,,08/16/19
0,16290,16000,15986.5,,08/15/19
0,15983,16050,16045,,08/14/19
0,15635,15635,15635,,08/13/19
0,15680,15634.5,15624,,08/12/19
0,15513,15620,15610,,08/09/19
0,15844,15494,15490,,08/08/19
0,14802,14739,14735,,08/07/19
0,14944,15020,15014,,08/06/19
0,14878,14860,14856.5,,08/05/19
0,14448,14530,14418.5,,08/02/19
0,14578,14290,14285,,08/01/19
0,14452,14359,14340,,07/31/19
0,14320,14205,14200,,07/30/19
0,14325,13990,13985,,07/29/19
0,14063,14060,14055,,07/26/19
0,14032,13988.5,13986.5,,07/25/19
0,14508,14475,14469,,07/24/19
0,14131,14304,14231,,07/23/19
0,14256,14320,14306.5,,07/22/19
0,14680,14450,14400,,07/19/19
0,14817,14684,14679,,07/18/19
0,14419,14229,14200,,07/17/19
0,14004,13920,13789,,07/16/19
0,13595,13461,13345,,07/15/19
0,13409.5,13205,13200,,07/12/19
0,13073,13090,13086.5,,07/11/19
0,12928,12789.5,12785,,07/10/19
0,12525,12525,12525,,07/09/19
0,12676,12525,12520,,07/08/19
0,12418,12300,12296.5,,07/05/19
0,12270,12305,12302.5,,07/04/19
0,12271.5,12190,12181.5,,07/03/19
0,12004.5,12030,12019,,07/02/19
0,12266,12360,12330,,07/01/19
0,12584,12584,12584,,06/28/19
0,12658,12664,12660,,06/27/19
0,12424,12399,12394,,06/26/19
0,12234,12210,12204,,06/25/19
0,12069.5,12065,12060,,06/24/19
0,12018.5,12135,12131.5,,06/21/19
0,12229.75,12255,12240,,06/20/19
0,12021,11881,11860,,06/19/19
0,11705,11705,11705,,06/18/19
0,11688,11750,11688,,06/17/19
0,11792,11919,11890,,06/14/19
0,11762,11920,11916.5,,06/13/19
0,11757,11760,11740,,06/12/19
0,11807,11825,11821.5,,06/11/19
0,11580,11580,11580,,06/10/19
0,11542,11579,11574,,06/07/19
0,11594,11710,11705,,06/06/19
0,11653,11765,11749,,06/05/19
0,11757,11800,11795,,06/04/19
0,11820,11860,11856.5,,06/03/19
0,11971.5,12045,12036.5,,05/31/19
0,12139.5,11979,11975,,05/30/19
0,12015,12039,12034,,05/29/19
0,12099,12235,12231.5,,05/28/19
0,12347,12160,12151.5,,05/24/19
0,11892,11870,11864,,05/23/19
0,12030,12030,12030,,05/22/19
0,12068,12030,12025,,05/21/19
0,11974,11915,11911.5,,05/20/19
0,12002,12025,12020,,05/17/19
0,12196,12225,12211.5,,05/16/19
0,12158,11929,11920,,05/15/19
0,11740,11740,11740,,05/14/19
0,11759,11747,11720,,05/13/19
0,11885,11865,11860,,05/10/19
0,11965,11965,11965,,05/09/19
0,11904.5,11965,11955,,05/08/19
0,12170,12170,12170,,05/07/19
0,12136.5,12170,12165,,05/03/19
0,12075,12125,12122.5,,05/02/19
0,12100,12135,12126.5,,05/01/19
0,12131.5,12360,12355,,04/30/19
0,12333,12335,12325,,04/29/19
0,12270,12270,12270,,04/26/19
0,12251.5,12270,12249,,04/25/19
0,12326.5,12340,12336.5,,04/24/19
0,12308,12491,12480,,04/23/19
0,12588,12629.5,12620,,04/18/19
0,12813,13050,12946.5,,04/17/19
0,12976,12976,12976,,04/16/19
0,12907.5,12854,12849,,04/15/19
0,12941.25,12946,12935,,04/12/19
0,12892.5,13020,13014,,04/11/19
0,13136.5,13119,13110,,04/10/19
0,13114,13165,13159,,04/09/19
0,13100.5,13150,13144,,04/08/19
0,12987,13091,13084,,04/05/19
0,13081.5,13045,13040,,04/04/19
0,13244,13200,13189,,04/03/19
0,13057.5,13020,13016.5,,04/02/19
0,13021,13155,13150,,04/01/19
0,12896.5,13015,13005,,03/29/19
0,12795.5,12780,12775,,03/28/19
0,12976.5,13006,13004,,03/27/19
0,12994.5,12850,12846.5,,03/26/19
0,12871,12775,12761.5,,03/25/19
0,12903,12930,12924,,03/22/19
0,12911,13145,13135,,03/21/19
0,13121,13195,13191.5,,03/20/19
0,13049,13094,13080,,03/19/19
0,12925,12925,12806.5,,03/18/19
0,12844.25,12844,12839,,03/15/19
0,12799,12930,12924,,03/14/19
0,13118,12950,12944,,03/13/19
0,13015,13150,13139,,03/12/19
0,12807.5,12989,12980,,03/11/19
0,13003.5,13039,13035,,03/08/19
0,13156,13380,13370,,03/07/19
0,13506,13610,13600,,03/06/19
0,13574,13451,13446.5,,03/05/19
0,13171,13160,13155,,03/04/19
0,13114.5,13160,13155,,03/01/19
0,12969,13040,13030,,02/28/19
0,12971.5,12880,12860,,02/27/19
0,12877,12820,12810,,02/26/19
0,12896,12940,12936.5,,02/25/19
0,12915.5,12935,12926.5,,02/22/19
0,12776,12715,12711.5,,02/21/19
0,12828,12700,12695,,02/20/19
0,12398,12400,12398,,02/19/19
0,12100,12100,12100,,02/18/19
0,12320,12100,12090,,02/15/19
0,12305,12305,12305,,02/14/19
0,12324,12304.5,12290,,02/13/19
0,12327.5,12455,12450,,02/12/19
0,12407,12474,12471.5,,02/11/19
0,12491.75,12735,12731.5,,02/08/19
0,12909.5,12845,12841.5,,02/07/19
0,12855.5,12929,12925,,02/06/19
0,12978.5,12870,12867.5,,02/05/19
0,13194,12681,12671.5,,02/04/19
0,12591.5,12459,12450,,02/01/19
0,12406.5,12380,12376.5,,01/31/19
0,12281,12244,12240,,01/30/19
0,12054,11885,11881.5,,01/29/19
0,11761,11844,11839,,01/28/19
0,11907,11715,11710,,01/25/19
0,11707,11540,11535,,01/24/19
0,11628,11615,11610,,01/23/19
0,11516.5,11616,11612.5,,01/22/19
0,11610,11687.87,11610,,01/21/19
0,11771.5,11610,11605,,01/18/19
0,11545.5,11450,11445,,01/17/19
0,11563.5,11580,11576.5,,01/16/19
0,11661,11429,11425,,01/15/19
0,11354.5,11420,11362,,01/14/19
0,11414,11400,11396.5,,01/11/19
0,11194,11225,11220,,01/10/19
0,11184,11205,11201.5,,01/09/19
0,11112.5,11055,11051.5,,01/08/19
0,11081,11039,11030,,01/07/19
0,11042.5,10919.5,10915,,01/04/19
0,10796,10720,10711.5,,01/03/19
0,10791,10440,10436.5,,01/02/19
0,10604.5,10600,10591.5,,12/31/18
0,10647,10670,10661.5,,12/28/18
0,10673,10649,10644,,12/27/18
0,10801,10810,10794,,12/24/18
0,10796,10790,10779,,12/21/18
0,10832,10885,10880,,12/20/18
0,10868,10768.5,10766.5,,12/19/18
0,10870.5,10870.5,10870.5,,12/18/18
0,10907.5,10934.5,10906.5,,12/17/18
0,11009.5,10739,10734,,12/14/18
0,10780.5,10800,10795,,12/13/18
0,10727,10720,10716.5,,12/12/18
0,10696.5,10764.5,10760,,12/11/18
0,10729.5,10760,10734,,12/10/18
0,10845.5,10820,10800,,12/07/18
0,10780.5,10855,10846,,12/06/18
0,11156,11021,11016.5,,12/05/18
0,11080.5,11265,11260,,12/04/18
0,11179.5,11210,11194,,12/03/18
0,11135.5,11019,11010,,11/30/18
0,10984,10890,10874,,11/29/18
0,10726.5,10735,10730,,11/28/18
0,10700,10709,10704,,11/27/18
0,10803.5,10770,10765,,11/26/18
0,10849,10710,10704,,11/23/18
0,10902.25,10971,10966.5,,11/22/18
0,10951.5,11084,11079,,11/21/18
0,11027,11190,11184,,11/20/18
0,11108,11200,11108,,11/19/18
0,11287,11286.85,11275,,11/16/18
0,11182.5,11339,11182,,11/15/18
0,11230,11229.5,11220,,11/14/18
0,11262.5,11369,11364,,11/13/18
0,11320,11290,11284,,11/12/18
0,11397,11475,11464,,11/09/18
0,11710,11670,11611.5,,11/08/18
0,11743.5,11669,11660,,11/07/18
0,11699.5,11820,11814,,11/06/18
0,11675.5,11679,11670,,11/05/18
0,11860.5,11971,11960,,11/02/18
0,11718.5,11555,11545,,11/01/18
0,11425.5,11626,11621.5,,10/31/18
0,11690,11700,11695,,10/30/18
0,11686,11740,11721.5,,10/29/18
0,11834,11845,11829,,10/26/18
0,12072,12134,12125,,10/25/18
0,12377,12377,12377,,10/24/18
0,12290.5,12350,12325,,10/23/18
0,12447.5,12455,12451.5,,10/22/18
0,12372,12469,12465,,10/19/18
0,12276,12139,12135,,10/18/18
0,12298.5,12478.5,12430,,10/17/18
0,12516.5,12441,12430,,10/16/18
0,12534.5,12650,12534,,10/15/18
0,12579,12709,12705,,10/12/18
0,12601.5,12419,12410,,10/11/18
0,12604,12825,12754,,10/10/18
0,12395,12395,12395,,10/09/18
0,12495.5,12400,12385,,10/08/18
0,12539,12400,12394,,10/05/18
0,12402.5,12770,12764,,10/04/18
0,12677,12676.5,12390,,10/03/18
0,12421,12420,12414,,10/02/18
0,12406,12325,12320,,10/01/18
0,12507,12506,12474,,09/28/18
0,12474,12621,12615,,09/27/18
0,12731.5,12894,12890,,09/26/18
0,12860.5,12845,12840,,09/25/18
0,12864,12979,12974,,09/24/18
0,13166.5,12955,12950,,09/21/18
0,12541,12530,12500,,09/20/18
0,12420,12470,12419.5,,09/19/18
0,12312.5,12320,12310,,09/18/18
0,12158,12250,12159,,09/17/18
0,12573.5,12514,12505,,09/14/18
0,12527,12614,12610,,09/13/18
0,12543,12291,12280,,09/12/18
0,12142.5,12260,12251.5,,09/11/18
0,12324,12204.5,12200,,09/10/18
0,12271,12291,12286.5,,09/07/18
0,12356,12490,12486.5,,09/06/18
0,12357.5,12415,12411.5,,09/05/18
0,12380,12463.5,12461.5,,09/04/18
0,12697.5,12790,12665,,09/03/18
0,12708,13001,12707,,08/31/18
0,13200,13300,13280,,08/30/18
0,13415,13415,13411.5,,08/29/18
0,13338,13405,13300,,08/24/18
0,13197.5,13235,13130,,08/23/18
0,13442.5,13569,13441.5,,08/22/18
0,13474.5,13680,13473.5,,08/21/18
0,13476,13560,13475,,08/20/18
0,13390,13240,13234,,08/17/18
0,13230,13229,13110,,08/16/18
0,12753.5,12985,12752.5,,08/15/18
0,13328,13345,13340,,08/14/18
0,13455,13680,13670,,08/13/18
0,13736.5,13640,13631.5,,08/10/18
0,13804,14059,14049,,08/09/18
0,13967.5,13920,13899,,08/08/18
0,13763,13750,13747.5,,08/07/18
0,13594,13225,13200,,08/06/18
0,13456,13130,13124,,08/03/18
0,13237.25,13230,13221.5,,08/02/18
0,13492.5,13780,13776.5,,08/01/18
0,13939,13770,13759,,07/31/18
0,13766.5,13765.5,13680,,07/30/18
0,13770,13720,13714,,07/27/18
0,13677,13574.5,13570,,07/26/18
0,13577,13535,13530,,07/25/18
0,13499,13435,13432.5,,07/24/18
0,13301,13439,13435,,07/23/18
0,13437,13425,13421.5,,07/20/18
0,13249,13220,13209,,07/19/18
0,13519,13314,13305,,07/18/18
0,13393,13459,13454,,07/17/18
0,13571.5,13680,13571.5,,07/16/18
0,13881,13869,13865,,07/13/18
0,14099,14055,14051.5,,07/12/18
0,13785,13630,13624,,07/11/18
0,14057,13960,13955,,07/10/18
0,14118,13969.5,13965,,07/09/18
0,13970,13970,13970,,07/06/18
0,14103.5,14216,14103,,07/05/18
0,14054,14099,14090,,07/04/18
0,14353.5,14620,14609,,07/03/18
0,14605,14605,14605,,07/02/18
0,14823,14910,14905,,06/29/18
0,14708.5,14721,14714,,06/28/18
0,14804,14700,14398.5,,06/27/18
0,14704.5,14570,14560,,06/26/18
0,15255,15255,15255,,06/25/18
0,15180.5,15255,15250,,06/22/18
0,14905,14980,14975,,06/21/18
0,14893,14893.5,14800,,06/20/18
0,14590,14970,14590,,06/19/18
0,14891.5,14969,14950,,06/18/18
0,15107.5,15275,15262,,06/15/18
0,15210.5,15245,15242.5,,06/14/18
0,15549,15180,15174,,06/13/18
0,15135.5,15295,15290,,06/12/18
0,15222,15310,15305,,06/11/18
0,15355,15250,15236.5,,06/08/18
0,15635,15635,15635,,06/07/18
0,15569.75,15640,15634,,06/06/18
0,15687.5,15414,15410,,06/05/18
0,15423.5,15266,15264,,06/04/18
0,15380.5,15149,15135,,06/01/18
0,15157.5,15188.5,15175,,05/31/18
0,15066.5,14869,14864,,05/30/18
0,14724,14840,14830,,05/25/18
0,14843,14525,14521.5,,05/24/18
0,14592,14510,14504,,05/23/18
0,14722,14700,14690,,05/22/18
0,14607.5,14615,14610,,05/21/18
0,14688.5,14750,14740,,05/18/18
0,14529,14580,14574,,05/17/18
0,14403,14410,14404,,05/16/18
0,14354,14490,14353,,05/15/18
0,14431,14430.5,14310,,05/14/18
0,13995,13909,13900,,05/11/18
0,13819.5,13810,13790,,05/10/18
0,13863,13790,13780,,05/09/18
0,13974,13973,13831.5,,05/04/18
0,13725,13985,13982.5,,05/03/18
0,13935.5,13934.5,13910,,05/02/18
0,13596.75,13615,13605,,05/01/18
0,13593,13725,13721.5,,04/30/18
0,13945,13945,13945,,04/27/18
0,14181,13945,13940,,04/26/18
0,14085.5,14119,14100,,04/25/18
0,13923,14250,14246.5,,04/24/18
0,14207.5,14050,14036.5,,04/23/18
0,14775.5,14640,14630,,04/20/18
0,15020.5,15720,15704,,04/19/18
0,15224,15105,14950,,04/18/18
0,14174,13950,13947.5,,04/17/18
0,14307,14149,14140,,04/16/18
0,13897,14005,14000,,04/13/18
0,13671,13585.5,13581.5,,04/12/18
0,13820.5,13740,13734,,04/11/18
0,13651.5,13699,13695,,04/10/18
0,13390,13240,13234,,04/09/18
0,13220,12990,12880,,04/06/18
0,13272.5,13285,13280,,04/05/18
0,13099.5,13059,13050,,04/04/18
0,13522.75,0,0,,04/03/18
0,13230.5,13230.5,13230.5,,03/29/18
0,13081,12924,12920,,03/28/18
0,12948,13030,13025,,03/27/18
0,12903.5,12845,12841.5,,03/26/18
0,12902,13347,13040,,03/23/18
0,13146,13355,13350,,03/22/18
0,13425,13425,13425,,03/21/18
0,13430,13430,13430,,03/20/18
0,13429,13430,13425,,03/19/18
0,13569,13740,13734.5,,03/16/18
0,13576,13685,13682.5,,03/15/18
0,13779.5,13924,13919,,03/14/18
0,13828,13830,13827.5,,03/13/18
0,13814,13344,13339,,03/09/18
0,13213.5,13250,13240,,03/08/18
0,13534,13361,13359,,03/07/18
0,13625.5,13580,13559,,03/06/18
0,13379,13335,13332.5,,03/05/18
0,13403,13449,13444,,03/02/18
0,13412,13510,13489,,03/01/18
0,13743.5,13800,13796.5,,02/28/18
0,13797.5,13885,13798,,02/27/18
0,13879.5,13909,13899,,02/26/18
0,13723,13800,13724,,02/23/18
0,13787,13575,13549,,02/22/18
0,13797,13798,13586.5,,02/21/18
0,13559,13650,13624,,02/20/18
0,13543,13605,13597.5,,02/19/18
0,13870.5,14040,14024,,02/16/18
0,14107,14150,14140,,02/15/18
0,14056,13630,13624,,02/14/18
0,13408,13214,13209,,02/13/18
0,13060,13060.5,12960,,02/12/18
0,12932.5,12970,12959,,02/09/18
0,13104.5,13104,13013.5,,02/08/18
0,13134,13490,13486.5,,02/07/18
0,13345,13370,13359,,02/06/18
0,13705,13540,13537,,02/05/18
0,13400,13794.5,13790,,02/02/18
0,13965.5,13545,13539,,02/01/18
0,13559.5,13560,13550,,01/31/18
0,13317,13650,13639,,01/30/18
0,13775.5,13886,13776.5,,01/29/18
0,13618.5,13749,13740,,01/26/18
0,13662.5,13695,13690,,01/25/18
0,12810,12740,12739,,01/23/18
0,12723.5,12720,12710,,01/22/18
0,12678.5,12595,12591.5,,01/19/18
0,12351.25,12415,12409,,01/17/18
0,12482,12420,12286,,01/16/18
0,12807,12835,12830,,01/15/18
0,12573,12835,12830,,01/11/18
0,12642,12514,12505,,01/09/18
0,12486.5,12450,12444,,01/08/18
0,12487.75,12500,12479,,01/05/18
0,12602.5,12615,12605,,01/04/18
0,12561.5,12690,12684,,01/02/18
0,12705.5,12705,12254,,12/29/17
0,12295,12100,12091.5,,12/28/17
0,12048.5,12048,11834,,12/27/17
0,12072.5,12050,12045,,12/22/17
0,12011,12000,11996.5,,12/21/17
0,11976,11914,11910,,12/20/17
0,11778,11530,11520,,12/18/17
0,11099.5,11140,11098.5,,12/14/17
0,11039,11085,11038.5,,12/13/17
0,11009,11070,10860,,12/12/17
0,10890.5,10990,10985,,12/08/17
0,10986.5,10795,10790,,12/07/17
0,10749,10830,10824,,12/06/17
0,10801,11074.5,11071.5,,12/05/17
0,11320.5,11336,11326.5,,12/04/17
0,11229.5,11051,11045,,12/01/17
0,11050,11295,11289,,11/30/17
0,11290,11400,11289,,11/28/17
0,11513,11599,11512.5,,11/27/17
0,11979,12015,12010,,11/24/17
0,11872.5,11626,11622.5,,11/23/17
0,11810.5,11605,11601.5,,11/21/17
0,11601,11510,11504,,11/20/17
0,11518.5,11470,11465,,11/17/17
